feed_id,source_stop_id,name,lat,lon,mode,location_type,source_parent_id,city,district,region,country,wheelchair,platform_code,zone_id,timezone,departures_per_day
pid,U31435Z2,Dolánky n.Ohří,50.47366,14.16545,bus,0,,Dolánky n.Ohří,LT,,CZ,0,2,7,Europe/Prague,13
pid,U31437Z1,"Přestavlky,rozc.1.0",50.405273,14.211173,bus,0,,Přestavlky,LT,,CZ,0,1,6,Europe/Prague,13
pid,U31437Z2,"Přestavlky,rozc.1.0",50.405373,14.211331,bus,0,,Přestavlky,LT,,CZ,0,2,6,Europe/Prague,13
pid,U31438Z1,"Račiněves,Motorest rozc.",50.389324,14.22578,bus,0,,Račiněves,LT,,CZ,0,1,6,Europe/Prague,13
pid,U31438Z2,"Račiněves,Motorest rozc.",50.389576,14.225784,bus,0,,Račiněves,LT,,CZ,0,2,6,Europe/Prague,13
pid,U31439Z1,Straškov-Vodochody,50.363869,14.250915,bus,0,,Straškov-Vodochody,LT,,CZ,0,1,5,Europe/Prague,13
pid,U31439Z2,Straškov-Vodochody,50.363976,14.251375,bus,0,,Straškov-Vodochody,LT,,CZ,0,2,5,Europe/Prague,13
pid,U3143Z1,"Krupá,Šustna",50.1712,13.740602,bus,0,,Krupá,RA,,CZ,0,A,7,Europe/Prague,36
pid,U3143Z2,"Krupá,Šustna",50.171539,13.740745,bus,0,,Krupá,RA,,CZ,0,B,7,Europe/Prague,33
pid,U3143Z5,"Krupá,Šustna",50.173458,13.739965,bus,0,,Krupá,RA,,CZ,0,E,7,Europe/Prague,10
pid,U3143Z6,"Krupá,Šustna",50.173016,13.740268,bus,0,,Krupá,RA,,CZ,0,F,7,Europe/Prague,10
pid,U31440Z1,"Mnetěš,rozc.",50.353462,14.268229,bus,0,,Mnetěš,LT,,CZ,0,1,5,Europe/Prague,13
pid,U31440Z2,"Mnetěš,rozc.",50.353893,14.268124,bus,0,,Mnetěš,LT,,CZ,0,2,5,Europe/Prague,13
pid,U31457Z1,"Podhořany u Ronova,Pod Zámkem",49.934937,15.53181,bus,0,,Podhořany u Ronova n.D.,CR,,CZ,0,1,10,Europe/Prague,5
pid,U31457Z2,"Podhořany u Ronova,Pod Zámkem",49.934944,15.531909,bus,0,,Podhořany u Ronova n.D.,CR,,CZ,0,2,10,Europe/Prague,5
pid,U31458Z1,"Podhořany u Ronova,hostinec",49.935822,15.537049,bus,0,,Podhořany u Ronova n.D.,CR,,CZ,0,1,10,Europe/Prague,5
pid,U31458Z2,"Podhořany u Ronova,hostinec",49.93602,15.537043,bus,0,,Podhořany u Ronova n.D.,CR,,CZ,0,2,10,Europe/Prague,5
pid,U31459Z1,"Podhořany u Ronova,Nový Dvůr",49.944046,15.550429,bus,0,,Podhořany u Ronova n.D.,CR,,CZ,0,1,10,Europe/Prague,5
pid,U31459Z2,"Podhořany u Ronova,Nový Dvůr",49.944046,15.549985,bus,0,,Podhořany u Ronova n.D.,CR,,CZ,0,2,10,Europe/Prague,5
pid,U3145Z1,"Nymburk,zimní stadion",50.18346,15.034843,bus,0,,Nymburk,NB,,CZ,2,A,5,Europe/Prague,17
pid,U3145Z2,"Nymburk,zimní stadion",50.183533,15.034791,bus,0,,Nymburk,NB,,CZ,2,B,5,Europe/Prague,16
pid,U31460Z1,Bukovina u Přelouče,49.94833,15.565856,bus,0,,Bukovina u Přelouče,PA,,CZ,0,1,10,Europe/Prague,5
pid,U31460Z2,Bukovina u Přelouče,49.948391,15.565464,bus,0,,Bukovina u Přelouče,PA,,CZ,0,2,10,Europe/Prague,5
pid,U31461Z1,"Holotín,rozc.",49.951107,15.58314,bus,0,,Holotín,PA,,CZ,0,1,11,Europe/Prague,5
pid,U31461Z2,"Holotín,rozc.",49.95116,15.582801,bus,0,,Holotín,PA,,CZ,0,2,11,Europe/Prague,5
pid,U31462Z1,"Stojice,hlavní silnice",49.955132,15.616894,bus,0,,Stojice,PA,,CZ,0,1,11,Europe/Prague,5
pid,U31462Z2,"Stojice,hlavní silnice",49.955261,15.616695,bus,0,,Stojice,PA,,CZ,0,2,11,Europe/Prague,5
pid,U31463Z1,"Heřmanův Městec,nám.",49.946747,15.666874,bus,0,,Heřmanův Městec,CR,,CZ,0,1,11,Europe/Prague,3
pid,U31463Z4,"Heřmanův Městec,nám.",49.946499,15.667276,bus,0,,Heřmanův Městec,CR,,CZ,0,4,11,Europe/Prague,2
pid,U31466Z1,"Bylany,hlavní silnice",49.95639,15.734772,bus,0,,Bylany,CR,,CZ,0,1,-,Europe/Prague,5
pid,U31466Z2,"Bylany,hlavní silnice",49.956646,15.733088,bus,0,,Bylany,CR,,CZ,0,2,-,Europe/Prague,6
